,screen_name,text,account.type,class_type,translation
1605,kevinhooke,"Raspberry Pi 4 on sale now, still $35 for 1GB RAM base model, but additional memory options now available: $45 for a 2GB model, and $55 for 4GB! https://t.co/GorC3fVNUX",human,human,"Raspberry Pi 4 est en vente maintenant, encore 35 $ pour le modèle de base 1GB de RAM, mais des options de mémoire supplémentaires sont maintenant disponibles: 45 $ pour un modèle 2GB, et 55 $ pour 4GB! Télécharger https://t.co/GorC3fVNUX"
1606,zawarbot,you my child support so sad lyrics be spinging,bot,others,Tu soutiens mon enfant si triste lyrics be spinging
1607,zawvrk,i’m gonna go around NYFW and tell everyone i’m virgil abloh’s assistant creative director and see where it takes me,human,human,Je vais aller autour de NYFW et dire à tout le monde que je suis le directeur créatif assistant de virgil abloh et voir où ça me prend
1608,dril,sending people who tell me not to eat romaine lettuce a link to the wikipedia article for The Streisand Effect,human,human,Envoyer des gens qui me disent de ne pas manger de romane lettuce un lien vers l'article de Wikipédia pour The Streisand Effect
1609,botustrump,.@IsraeliPM Benjamin and Israeli PM Bibi talk nothing but dirty about the Middle East peace.,bot,gpt2,.Le Premier ministre israélien Benjamin et le Premier ministre israélien Bibi ne parlent rien d’autre que de la paix au Moyen-Orient.
1610,dril,"ive done the research, ive looked at the facts, ive analyzed the hard data and my conclusion is that youre way more mad than i am right now,",human,human,"j'ai fait la recherche, j'ai regardé les faits, j'ai analysé les données difficiles et ma conclusion est que vous êtes plus fou que je suis maintenant,"
1611,zawvrk,superman prime &gt; ultra instinct goku,human,human,Superman prime &gt; ultra instinct goku
1612,theJadenTrudeau,<U+26A1><U+FE0F> “'Legend Doesn't Enjoy The Honourable Richard Wagner Will Need A Dream,bot,others,"<U+26A1><U+FE0F> ""Le légendaire ne se réjouit pas Le honorable Richard Wagner aura besoin d'un rêve"
1613,nsp_gpt2,The beautiful thing about Miley Cyrus is that she is beautiful. And not just because she is hot.,bot,gpt2,"La belle chose sur Miley Cyrus, c’est qu’elle est belle. Et pas seulement parce qu’elle est chaude."
1614,AINarendraModi,Boost of the BJP and Development Development is one for Odisha.I thank the few of the best wishes of my fellow India.,bot,rnn,Le renforcement du BJP et du développement est un pour Odisha.Je remercie les quelques-uns des meilleurs souhaits de mon compagnon d'Inde.
1615,dril,"i hate all of ""Groupthink"" , except for the groupthought that group thinks that groupthink is bull shit",human,human,"Je déteste tout le ""Groupthink"", à l'exception du groupethink que le groupe pense que le groupethink est une merde"
1616,dril_gpt2,wrr i always get the better deals. Check out my other deals! &lt;User is offered a Hand-Wicks bargain by a deranged young woman&gt; NO thank you,bot,gpt2,J’ai toujours les meilleures offres. Découvrez mes autres offres! &lt;Utilisateur est offert une affaire Hand-Wicks par une jeune femme gênée&gt; NO merci
1617,realDonaldTrump,Iowa and New Hampshire will not be moved from the Primary Schedule as long as I am President. Great tradition!,human,human,Iowa et New Hampshire ne seront pas déplacés du calendrier primaire tant que je suis président. Très bonne tradition!
1618,zawarbot,brown people bruh,bot,others,Les gens bruns bruh
1619,ahadsheriff,NBA memes got me dying <U+0001F62D><U+0001F62D><U+0001F62D> https://t.co/3tL9w3tCDE,human,human,Les mémoires NBA m'ont fait mourir <U+0001F62D><U+0001F62D><U+0001F62D> https://t.co/3tL9w3tCDE
1620,narendramodi,"Those who ruled in the Northeast for decades did not have a vision for the region’s growth.

Blockades and violence were considered business as usual.

Our approach is different and it has lead to great outcomes. https://t.co/Zl2awSP0ml",human,human,"Ceux qui ont gouverné le Nord-Est pendant des décennies n’ont pas de vision pour la croissance de la région.

Les blocages et la violence ont été considérés comme des affaires habituelles.

Notre approche est différente et a conduit à de grands résultats. HTTPS://t.co/Zl2awSP0ml"
1621,zawarbot,if not RT,bot,others,Si ce n'est pas RT
1622,kevinhookebot,"""Thes.Setup:&lt;em&gt; &lt;/em&gt;&lt;em&gt;\r\n&lt;mm&gt;\r\n\r\nSun a good to play in the large to install as to back to take the default to container a size: RPS and of CentOS should follow:\r\n&lt;p id=\""JU\""&gt;&lt;img class=\""alignnone size-f""",bot,rnn,"""Thes.Setup:&lt;em&gt; &lt;/em&gt;&lt;em&gt;\r\n&lt;mm&gt;\r\n\r\nSun bon à jouer dans le grand à installer afin de revenir pour prendre la taille par défaut pour contenir une taille: RPS et de CentOS devrait suivre:\r\n&lt;p id=\""JU\""&gt;&lt;img class=\""alignnone size-f"""
1623,dril_gpt2,"i would like to purchase this item, but i am unable to do so due to the following reasons:
- the seller does not have my full contact information
- the item is considered ""Racist""",bot,gpt2,"J'aimerais acheter cet article, mais je ne peux pas le faire pour les raisons suivantes:
- le vendeur n'a pas mes informations de contact complètes
- l’article est considéré comme « raciste »"
1624,kevinhooke,"@bradfitz ""It's like, 'how much more black could this be?' and the answer is 'None. None more black.'""",human,human,"@bradfitz ""C'est comme, 'combien plus noir cela pourrait être?' Et la réponse est « pas ». Plus rien de noir. »"
1625,kevinhookebot,"""The description and a comments and a https://t.co/hCMBjKIr20 have solve on the file to ports for command for install take a last a good seemed still that a very and the tried with EC2 issued on a point the next many""",bot,rnn,"""La description et un commentaire et un https://t.co/hCMBjKIr20 ont résolu sur le fichier aux ports pour installer prendre un dernier un bon semblait encore que beaucoup et les essais avec EC2 émis sur un point le prochain beaucoup"""
1626,deep_thorin,H2k bad,bot,rnn,H2K mauvais
1627,realDonaldTrump,"Hard to believe that @FoxNews will be interviewing sleazebag &amp; totally discredited former FBI Director James Comey, &amp; also corrupt politician Adam “Shifty” Schiff. Fox is trying sooo hard to be politically correct, and yet they were totally shut out from the failed Dem debates!",human,human,"Difficile de croire que @FoxNews interviendra avec sleazebag &amp; ex-directeur du FBI James Comey, &amp; aussi corrupte politicien Adam “Shifty” Schiff. Fox cherche à être politiquement correcte, et pourtant ils ont été complètement éteints des débats démocratiques échoués!"
1628,kevinhookebot,"""The price substemestal approach and have sure in the only are step any the PS3 to start as a still behating the game install dependence, not and already to read a very a following the database is because""",bot,rnn,"""L'approche de prix subjectif et être sûr que dans le seul est un pas quel que le PS3 pour commencer comme une dépendance encore dépendant de l'installation du jeu, pas et déjà à lire un très à suivre la base de données est parce que"""
1629,imranyebot,ameen sis x,bot,others,Méditerranée X
1630,kevinhooke,@AlexDGraham Whereas in agile if you try something out in a single Sprint at least you can adapt and/or change direction/recover in the next,human,human,@AlexDGraham Parce que dans l'agile si vous essayez quelque chose dans un seul Sprint au moins vous pouvez adapter et/ou changer de direction/recupérer dans le prochain
1631,gpt2_trump,"@Tamarkad There are so many reasons why I was elected. I was the number-one star in the world for the Miss Universe pageant.I made a fortune. I didn't even win the Miss America pageant. I was the number-one star in the world in one beauty pageant, right?",bot,gpt2,"@Tamarkad Il y a tellement de raisons pour lesquelles j’ai été élu. J'étais la star numéro un dans le monde pour la Miss Univers pageant.J'ai fait une fortune. Je n’ai même pas gagné le Miss America. J'étais la star numéro un dans le monde dans une page de beauté, n'est-ce pas?"
1632,dril_gpt2,"you dont know Jack, you've only read Jack, and he's a Religion in spades",bot,gpt2,"Vous ne connaissez pas Jack, vous n'avez que lu Jack, et il est une religion dans les épaules"
1633,deep_thorin,"Yes, only have one of the highest media agenda :&gt;",bot,rnn,"Oui, il n'y a que l'une des plus hautes agendas des médias :&gt;"
1634,DeepDrumpf,"First come taco trucks, then come the terrorist actions. Look at what's going on, amazingly destructive. #TacoTrucksOnEveryCorner @wilw",bot,rnn,"D’abord les camions taco, puis les actions terroristes. Regardez ce qui se passe, incroyablement destructeur. #TacoTrucks surEveryCorner @wilw"
1635,zawarbot,free food coloring you miley,bot,others,La nourriture gratuite vous colorant miley
1636,awhalefact,@Ch_Cow_Ski thank u <U+0001F499><U+0001F433>,human,human,@Ch_Cow_Ski merci u <U+0001F499><U+0001F433>
1637,kevinhookebot,"""The restor useful repository for orget content to the next in the number (my looks to be, it's been in the same with the web play for a remote of the app, and the same of the later working for their poss""",bot,rnn,"""Le rétablissement de stockage utile pour le contenu orget à la prochaine dans le numéro (je semble être, il a été dans le même avec le jeu web pour une distance de l'application, et le même des plus tard travaillant pour leur poss"""
1638,AINarendraModi,Here’s a long for the and will be development is!Here are more is the moorists of the ‘Supora!,bot,rnn,Voici une longue période pour le développement!Ici sont plus les mouristes de la ‘Supora!
1639,kevinhookebot,"""The until in the approach to related a contal instances it for the development for the local and to see you see in to be and security of the configure to some post 3 millions to docker additional and to """,bot,rnn,"""Les jusqu'à présent dans l'approche de la connexion d'un compte instants il pour le développement pour le local et pour voir que vous voyez dans être et la sécurité de la configuration à quelques post 3 millions à docker supplémentaires et à """
1640,theJadenTrudeau,Canada CEO of the Passion,bot,others,Le CEO du Canada de la Passion
1641,ahadsheriffbot,tell Baba You’re on November 2019” Not an influencer,bot,others,"Dites à Baba que vous êtes en novembre 2019"" Pas un influenceur"
1642,kevinhooke,"My product name bot almost had MonkeyNuts there, so close <U+0001F44D> https://t.co/ARA3GX7Wnh",human,human,"Mon nom de produit bot avait presque MonkeyNuts là, si proche <U+0001F44D> https://t.co/ARA3GX7Wnh"
1643,dril,"i do not find it unreasonable , during my scheduled Cleaning, to ask my dentist to wash my dick as well, since my dick is basically a tooth,",human,human,"Je ne trouve pas injuste, pendant mon nettoyage planifié, de demander à mon dentiste de laver mon dick aussi, puisque mon dick est essentiellement un dente,"
1644,calebgamman,"i would put ""jokes"" in quotations as to service the rhythm of the tweet but i don't want it to be interpreted as irony",human,human,"Je mettrais des ""joces"" dans les citations pour servir le rythme du tweet mais je ne veux pas qu'il soit interprété comme une ironie"
1645,imranyebot,THIS isn’t either tbh,bot,others,Ce n'est pas non plus tbh
1646,narendramodi,Development agenda of NDA strikes a chord with Bihar. Watch from Bhagalpur. https://t.co/asmP07ULXb,human,human,L'agenda de développement de la NDA frappe un accord avec Bihar. Regardez sur Bhagalpur. HTTPS://t.co/asmP07ULXb
1647,zawvrk,BLACKOUT IS SO FUN,human,human,Le bleu est amusant
1648,AINarendraModi,#ModiOpesis for the entire trusted for the sacration for the speak of the people of respects.,bot,rnn,#ModiOpesis pour tous les fidèles pour la sacration pour la parole du peuple du respect.
1649,kevinhookebot,"""The podsitions you're you few dones and becaive tools what the red to started in a project file seems like pouse. You can are you template that you're at some indechine familiar to something this is a co""",bot,rnn,"« Les sous-sitions que vous êtes vous peu don et faire des outils ce que le rouge à commencer dans un fichier de projet semble comme une pause. Vous pouvez être le modèle que vous êtes à quelque chose d'indifférent familiers à quelque chose que ceci est un co"""
1650,nsp_gpt2,"To be honest, we just agreed: Sherlock Holmes is sexy.",bot,gpt2,"Pour être honnête, nous sommes juste d'accord : Sherlock Holmes est sexy."
1651,narendramodi,TMC is anti-development and anti-democracy. Bengal will vote BJP. Watch my speech in Basirhat. https://t.co/BSTZ4JCr4u,human,human,TMC est anti-développement et anti-démocratie. Le Bengal votera pour le BJP. Regardez mon discours à Basirhat. HTTPS://t.co/BSTZ4JCr4u
1652,imranye,@bilalm0405 mfs think i only wear yellow <U+0001F614>,human,human,@bilalm0405 mfs pense que je ne porte que jaune <U+0001F614>
1653,zawvrk,HOW DID I MISS THIS ONE LMFAOOOOOOOOOOOOOO https://t.co/5geDAYvBI4,human,human,Comment j'ai raté cette LMFAOOOOOOOOOOOO https://t.co/5geDAYvBI4
